,Item,Quantity,Price Per Unit,Total Spent
6209,Tea,4,1.5,6.0
6210,Coffee,5,2.0,10.0
6211,Smoothie,2,4.0,8.0
6212,Juice,5,3.0,15.0
6213,Cookie,2,1.0,2.0
6214,Tea,2,1.5,3.0
6215,Sandwich,4,4.0,16.0
6216,Juice,3,3.0,9.0
6219,Juice,1,3.0,3.0
6220,Cookie,4,1.0,4.0
6221,Coffee,4,2.0,8.0
6222,Sandwich,1,4.0,4.0
6223,Smoothie,2,4.0,8.0
6226,Juice,4,3.0,12.0
6227,Sandwich,4,4.0,16.0
6228,Cookie,5,1.0,5.0
6229,Cake,5,3.0,15.0
6230,Sandwich,5,4.0,20.0
6231,Tea,5,1.5,7.5
6232,Juice,4,3.0,12.0
6234,Sandwich,2,4.0,8.0
6235,Juice,4,3.0,12.0
6236,Smoothie,3,4.0,12.0
6237,Smoothie,2,4.0,8.0
6238,Juice,4,3.0,12.0
6239,Sandwich,4,4.0,16.0
6241,Cookie,4,1.0,4.0
6242,Smoothie,3,4.0,12.0
6243,Tea,1,1.5,1.5
6244,Cookie,3,1.0,3.0
6245,Smoothie,4,4.0,16.0
6246,Cake,3,3.0,9.0
6247,Sandwich,1,4.0,4.0
6248,Coffee,4,2.0,8.0
6249,Cookie,2,1.0,2.0
6250,Salad,3,5.0,15.0
6251,Coffee,1,2.0,2.0
6253,Juice,2,3.0,6.0
6254,Coffee,2,2.0,4.0
6255,Smoothie,4,4.0,16.0
6256,Cookie,3,1.0,3.0
6257,Tea,1,1.5,1.5
6258,Salad,2,5.0,10.0
6260,Sandwich,3,4.0,12.0
6261,Cake,5,3.0,15.0
6266,Juice,4,3.0,12.0
6268,Smoothie,3,4.0,12.0
6270,Juice,4,3.0,12.0
6271,Juice,5,3.0,15.0
6272,Cake,5,3.0,15.0
6273,Salad,3,5.0,15.0
6274,Cake,1,3.0,3.0
6275,Salad,3,5.0,15.0
6276,Sandwich,2,4.0,8.0
6278,Tea,4,1.5,6.0
6279,Cookie,3,1.0,3.0
6280,Juice,1,3.0,3.0
6281,Tea,2,1.5,3.0
6282,Cookie,5,1.0,5.0
6283,Cake,4,3.0,12.0
6284,Tea,4,1.5,6.0
6286,Salad,2,5.0,10.0
6287,Cookie,2,1.0,2.0
6288,Cookie,2,1.0,2.0
6289,Salad,5,5.0,25.0
6290,Cookie,2,1.0,2.0
6291,Salad,2,5.0,10.0
6293,Cookie,2,1.0,2.0
6294,Tea,4,1.5,6.0
6296,Tea,3,1.5,4.5
6297,Juice,1,3.0,3.0
6298,Smoothie,4,4.0,16.0
6299,Coffee,4,2.0,8.0
6300,Tea,2,1.5,3.0
6301,Juice,5,3.0,15.0
6304,Smoothie,1,4.0,4.0
6305,Cookie,4,1.0,4.0
6306,Juice,3,3.0,9.0
6307,Smoothie,3,4.0,12.0
6308,Salad,1,5.0,5.0
6309,Tea,1,1.5,1.5
6310,Cake,4,3.0,12.0
6311,Cake,1,3.0,3.0
6312,Cake,4,3.0,12.0
6313,Coffee,2,2.0,4.0
6314,Smoothie,1,4.0,4.0
6315,Coffee,4,2.0,8.0
6316,Tea,1,1.5,1.5
6317,Coffee,5,2.0,10.0
6318,Cookie,5,1.0,5.0
6319,Coffee,3,2.0,6.0
6320,Coffee,5,2.0,10.0
6321,Smoothie,1,4.0,4.0
6323,Juice,3,3.0,9.0
6324,Cake,4,3.0,12.0
6325,Tea,5,1.5,7.5
6326,Salad,3,5.0,15.0
6327,Juice,3,3.0,9.0
6328,Coffee,3,2.0,6.0
6329,Cake,5,3.0,15.0
6331,Cake,2,3.0,6.0
6332,Cookie,1,1.0,1.0
6333,Juice,5,3.0,15.0
6334,Salad,4,5.0,20.0
6335,Tea,5,1.5,7.5
6336,Salad,3,5.0,15.0
6337,Cake,5,3.0,15.0
6338,Cookie,5,1.0,5.0
6339,Smoothie,1,4.0,4.0
6340,Coffee,2,2.0,4.0
6341,Coffee,2,2.0,4.0
6342,Cookie,2,1.0,2.0
6343,Tea,1,1.5,1.5
6344,Cookie,2,1.0,2.0
6347,Salad,4,5.0,20.0
6348,Smoothie,5,4.0,20.0
6350,Cake,5,3.0,15.0
6351,Cake,4,3.0,12.0
6352,Smoothie,1,4.0,4.0
6354,Cake,3,3.0,9.0
6355,Cookie,1,1.0,1.0
6356,Cookie,2,1.0,2.0
6357,Coffee,1,2.0,2.0
6359,Sandwich,3,4.0,12.0
6360,Juice,4,3.0,12.0
6361,Salad,1,5.0,5.0
6362,Coffee,1,2.0,2.0
6363,Coffee,1,2.0,2.0
6364,Smoothie,5,4.0,20.0
6365,Smoothie,1,4.0,4.0
6366,Cake,3,3.0,9.0
6367,Smoothie,5,4.0,20.0
6369,Cake,3,3.0,9.0
6370,Sandwich,3,4.0,12.0
6371,Salad,1,5.0,5.0
6372,Juice,1,3.0,3.0
6373,Salad,5,5.0,25.0
6374,Coffee,1,2.0,2.0
6376,Coffee,2,2.0,4.0
6377,Cookie,4,1.0,4.0
6378,Juice,5,3.0,15.0
6379,Smoothie,3,4.0,12.0
6380,Smoothie,3,4.0,12.0
6383,Sandwich,5,4.0,20.0
6384,Salad,3,5.0,15.0
6385,Cookie,3,1.0,3.0
6386,Cake,1,3.0,3.0
6387,Tea,3,1.5,4.5
6388,Cookie,4,1.0,4.0
6390,Sandwich,4,4.0,16.0
6391,Tea,4,1.5,6.0
6392,Cookie,5,1.0,5.0
6393,Smoothie,5,4.0,20.0
6394,Smoothie,1,4.0,4.0
6395,Cake,1,3.0,3.0
6396,Salad,1,5.0,5.0
6397,Sandwich,1,4.0,4.0
6398,Cake,5,3.0,15.0
6401,Cake,5,3.0,15.0
6402,Cake,4,3.0,12.0
6403,Smoothie,3,4.0,12.0
6404,Cookie,5,1.0,5.0
6405,Sandwich,3,4.0,12.0
6406,Sandwich,3,4.0,12.0
6407,Juice,2,3.0,6.0
6408,Tea,5,1.5,7.5
6409,Tea,3,1.5,4.5
6411,Sandwich,2,4.0,8.0
6412,Juice,4,3.0,12.0
6414,Sandwich,4,4.0,16.0
6415,Cookie,5,1.0,5.0
6416,Tea,2,1.5,3.0
6417,Sandwich,3,4.0,12.0
6419,Salad,5,5.0,25.0
6420,Sandwich,1,4.0,4.0
6421,Tea,3,1.5,4.5
6423,Cake,1,3.0,3.0
6424,Coffee,3,2.0,6.0
6426,Sandwich,4,4.0,16.0
6428,Sandwich,3,4.0,12.0
6431,Cookie,5,1.0,5.0
6432,Juice,1,3.0,3.0
6435,Tea,5,1.5,7.5
6436,Cake,2,3.0,6.0
6437,Coffee,5,2.0,10.0
6438,Cookie,2,1.0,2.0
6439,Cookie,4,1.0,4.0
6440,Juice,1,3.0,3.0
6441,Coffee,3,2.0,6.0
6442,Sandwich,2,4.0,8.0
6444,Cookie,3,1.0,3.0
6445,Smoothie,3,4.0,12.0
6446,Cake,5,3.0,15.0
6448,Salad,4,5.0,20.0
6449,Cake,2,3.0,6.0
6450,Cookie,4,1.0,4.0
6451,Salad,5,5.0,25.0
6452,Smoothie,5,4.0,20.0
6453,Coffee,1,2.0,2.0
6454,Cookie,3,1.0,3.0
6455,Juice,5,3.0,15.0
6456,Smoothie,5,4.0,20.0
6457,Cookie,4,1.0,4.0
6458,Tea,1,1.5,1.5
6459,Sandwich,2,4.0,8.0
6460,Salad,5,5.0,25.0
6461,Sandwich,1,4.0,4.0
6462,Juice,4,3.0,12.0
6463,Cookie,1,1.0,1.0
6464,Smoothie,5,4.0,20.0
6465,Cake,2,3.0,6.0
6466,Coffee,4,2.0,8.0
6467,Sandwich,4,4.0,16.0
6468,Smoothie,2,4.0,8.0
6469,Salad,2,5.0,10.0
6470,Tea,4,1.5,6.0
6471,Cookie,3,1.0,3.0
6472,Sandwich,2,4.0,8.0
6474,Smoothie,5,4.0,20.0
6475,Salad,3,5.0,15.0
6477,Sandwich,2,4.0,8.0
6478,Tea,4,1.5,6.0
6479,Smoothie,4,4.0,16.0
6481,Cookie,5,1.0,5.0
6483,Salad,2,5.0,10.0
6484,Tea,2,1.5,3.0
6485,Sandwich,1,4.0,4.0
6486,Tea,3,1.5,4.5
6487,Smoothie,3,4.0,12.0
6491,Tea,3,1.5,4.5
6494,Tea,5,1.5,7.5
6495,Coffee,2,2.0,4.0
6496,Smoothie,1,4.0,4.0
6497,Smoothie,3,4.0,12.0
6498,Coffee,4,2.0,8.0
6499,Smoothie,4,4.0,16.0
6501,Coffee,2,2.0,4.0
6502,Juice,3,3.0,9.0
6503,Salad,4,5.0,20.0
6504,Smoothie,2,4.0,8.0
6505,Cookie,2,1.0,2.0
6506,Salad,3,5.0,15.0
6509,Sandwich,3,4.0,12.0
6511,Coffee,3,2.0,6.0
6512,Coffee,2,2.0,4.0
6513,Smoothie,3,4.0,12.0
6515,Tea,1,1.5,1.5
6516,Salad,3,5.0,15.0
6517,Cake,3,3.0,9.0
6518,Tea,2,1.5,3.0
6519,Smoothie,2,4.0,8.0
6521,Cookie,4,1.0,4.0
6522,Coffee,4,2.0,8.0
6523,Coffee,4,2.0,8.0
6524,Cake,5,3.0,15.0
6525,Salad,2,5.0,10.0
6526,Juice,1,3.0,3.0
6527,Salad,1,5.0,5.0
6528,Juice,5,3.0,15.0
6529,Cookie,3,1.0,3.0
6530,Coffee,1,2.0,2.0
6531,Cake,2,3.0,6.0
6533,Smoothie,1,4.0,4.0
6536,Juice,1,3.0,3.0
6537,Smoothie,2,4.0,8.0
6538,Sandwich,5,4.0,20.0
6539,Sandwich,4,4.0,16.0
6540,Juice,1,3.0,3.0
6541,Sandwich,5,4.0,20.0
6542,Sandwich,3,4.0,12.0
6544,Coffee,4,2.0,8.0
6545,Sandwich,5,4.0,20.0
6546,Sandwich,3,4.0,12.0
6547,Sandwich,2,4.0,8.0
6548,Coffee,3,2.0,6.0
6549,Sandwich,5,4.0,20.0
6551,Smoothie,1,4.0,4.0
6552,Cookie,3,1.0,3.0
6553,Tea,2,1.5,3.0
6554,Tea,1,1.5,1.5
6555,Coffee,1,2.0,2.0
6556,Sandwich,3,4.0,12.0
6557,Tea,2,1.5,3.0
6558,Salad,4,5.0,20.0
6559,Cookie,2,1.0,2.0
6561,Coffee,1,2.0,2.0
6562,Smoothie,2,4.0,8.0
6564,Salad,5,5.0,25.0
6566,Smoothie,1,4.0,4.0
6567,Coffee,1,2.0,2.0
6568,Smoothie,1,4.0,4.0
6570,Tea,1,1.5,1.5
6571,Cookie,2,1.0,2.0
6572,Cookie,2,1.0,2.0
6573,Coffee,4,2.0,8.0
6576,Salad,2,5.0,10.0
6578,Tea,4,1.5,6.0
6581,Sandwich,1,4.0,4.0
6582,Salad,2,5.0,10.0
6583,Coffee,4,2.0,8.0
6584,Smoothie,4,4.0,16.0
6585,Juice,5,3.0,15.0
6586,Coffee,1,2.0,2.0
6587,Juice,5,3.0,15.0
6589,Cake,2,3.0,6.0
6591,Juice,1,3.0,3.0
6593,Smoothie,5,4.0,20.0
6594,Sandwich,3,4.0,12.0
6596,Juice,2,3.0,6.0
6597,Tea,1,1.5,1.5
6599,Coffee,1,2.0,2.0
6600,Salad,3,5.0,15.0
6601,Sandwich,5,4.0,20.0
6602,Tea,4,1.5,6.0
6603,Cookie,1,1.0,1.0
6604,Juice,1,3.0,3.0
6606,Cookie,2,1.0,2.0
6608,Salad,4,5.0,20.0
6609,Cake,2,3.0,6.0
6610,Tea,1,1.5,1.5
6611,Salad,5,5.0,25.0
6612,Coffee,3,2.0,6.0
6613,Coffee,4,2.0,8.0
6615,Tea,5,1.5,7.5
6616,Smoothie,3,4.0,12.0
6617,Cake,2,3.0,6.0
6618,Tea,5,1.5,7.5
6619,Juice,2,3.0,6.0
6620,Tea,5,1.5,7.5
6621,Sandwich,4,4.0,16.0
6623,Cookie,1,1.0,1.0
6624,Cake,5,3.0,15.0
6625,Salad,4,5.0,20.0
6626,Cake,5,3.0,15.0
6627,Salad,4,5.0,20.0
6628,Sandwich,5,4.0,20.0
6631,Cake,4,3.0,12.0
6632,Coffee,3,2.0,6.0
6633,Smoothie,1,4.0,4.0
6634,Juice,5,3.0,15.0
6636,Tea,5,1.5,7.5
6637,Cake,2,3.0,6.0
6638,Sandwich,1,4.0,4.0
6639,Coffee,3,2.0,6.0
6642,Tea,5,1.5,7.5
6643,Juice,4,3.0,12.0
6644,Tea,4,1.5,6.0
6645,Coffee,2,2.0,4.0
6646,Coffee,1,2.0,2.0
6647,Cake,4,3.0,12.0
6649,Sandwich,5,4.0,20.0
6651,Coffee,5,2.0,10.0
6652,Salad,2,5.0,10.0
6653,Tea,2,1.5,3.0
6654,Smoothie,4,4.0,16.0
6655,Smoothie,4,4.0,16.0
6656,Sandwich,5,4.0,20.0
6662,Sandwich,1,4.0,4.0
6663,Tea,2,1.5,3.0
6664,Tea,2,1.5,3.0
6665,Juice,2,3.0,6.0
6666,Juice,5,3.0,15.0
6668,Cake,1,3.0,3.0
6669,Smoothie,3,4.0,12.0
6671,Salad,4,5.0,20.0
6672,Cake,4,3.0,12.0
6673,Sandwich,2,4.0,8.0
6675,Cake,5,3.0,15.0
6676,Smoothie,5,4.0,20.0
6677,Salad,4,5.0,20.0
6678,Tea,1,1.5,1.5
6679,Tea,3,1.5,4.5
6680,Cake,3,3.0,9.0
6681,Juice,1,3.0,3.0
6683,Coffee,5,2.0,10.0
6684,Juice,2,3.0,6.0
6685,Coffee,1,2.0,2.0
6687,Salad,5,5.0,25.0
6688,Smoothie,1,4.0,4.0
6689,Juice,1,3.0,3.0
6690,Coffee,5,2.0,10.0
6691,Juice,3,3.0,9.0
6694,Coffee,2,2.0,4.0
6695,Juice,1,3.0,3.0
6696,Smoothie,3,4.0,12.0
6697,Smoothie,2,4.0,8.0
6698,Cookie,3,1.0,3.0
6699,Tea,2,1.5,3.0
6700,Cake,2,3.0,6.0
6702,Salad,4,5.0,20.0
6703,Tea,2,1.5,3.0
6704,Juice,1,3.0,3.0
6705,Coffee,2,2.0,4.0
6706,Coffee,4,2.0,8.0
6707,Sandwich,1,4.0,4.0
6708,Juice,2,3.0,6.0
6709,Salad,1,5.0,5.0
6710,Juice,3,3.0,9.0
6712,Tea,4,1.5,6.0
6713,Salad,3,5.0,15.0
6714,Coffee,5,2.0,10.0
6715,Tea,4,1.5,6.0
6716,Salad,1,5.0,5.0
6718,Smoothie,5,4.0,20.0
6719,Juice,2,3.0,6.0
6720,Smoothie,4,4.0,16.0
6723,Salad,1,5.0,5.0
6724,Cake,1,3.0,3.0
6726,Coffee,1,2.0,2.0
6727,Salad,3,5.0,15.0
6728,Cake,3,3.0,9.0
6729,Cake,3,3.0,9.0
6730,Salad,4,5.0,20.0
6731,Coffee,4,2.0,8.0
6732,Smoothie,1,4.0,4.0
6733,Sandwich,5,4.0,20.0
6734,Cookie,5,1.0,5.0
6735,Cookie,1,1.0,1.0
6736,Coffee,3,2.0,6.0
6737,Coffee,5,2.0,10.0
6738,Juice,4,3.0,12.0
6739,Coffee,5,2.0,10.0
6740,Cookie,2,1.0,2.0
6741,Smoothie,1,4.0,4.0
6742,Juice,3,3.0,9.0
6743,Cookie,1,1.0,1.0
6744,Smoothie,4,4.0,16.0
6746,Cookie,5,1.0,5.0
6747,Smoothie,2,4.0,8.0
6748,Coffee,4,2.0,8.0
6749,Coffee,4,2.0,8.0
6750,Cake,3,3.0,9.0
6751,Sandwich,2,4.0,8.0
6752,Salad,2,5.0,10.0
6753,Tea,3,1.5,4.5
6754,Coffee,3,2.0,6.0
6755,Sandwich,2,4.0,8.0
6756,Sandwich,4,4.0,16.0
6757,Cookie,5,1.0,5.0
6758,Coffee,2,2.0,4.0
6759,Salad,2,5.0,10.0
6761,Sandwich,3,4.0,12.0
6762,Cookie,3,1.0,3.0
6763,Salad,4,5.0,20.0
6764,Cake,2,3.0,6.0
6765,Smoothie,5,4.0,20.0
6766,Sandwich,4,4.0,16.0
6767,Juice,4,3.0,12.0
6769,Smoothie,4,4.0,16.0
6770,Juice,1,3.0,3.0
6771,Cake,5,3.0,15.0
6772,Sandwich,2,4.0,8.0
6773,Cake,3,3.0,9.0
6774,Cookie,3,1.0,3.0
6775,Tea,3,1.5,4.5
6776,Coffee,2,2.0,4.0
6777,Sandwich,3,4.0,12.0
6778,Sandwich,3,4.0,12.0
6781,Coffee,2,2.0,4.0
6783,Cake,1,3.0,3.0
6784,Cake,3,3.0,9.0
6787,Juice,2,3.0,6.0
6788,Coffee,2,2.0,4.0
6792,Cookie,3,1.0,3.0
6793,Coffee,1,2.0,2.0
6794,Salad,3,5.0,15.0
6795,Cake,2,3.0,6.0
6796,Cake,4,3.0,12.0
6797,Juice,2,3.0,6.0
6798,Juice,2,3.0,6.0
6799,Salad,2,5.0,10.0
6800,Juice,1,3.0,3.0
6801,Sandwich,5,4.0,20.0
6802,Cake,1,3.0,3.0
6803,Salad,4,5.0,20.0
6804,Cake,5,3.0,15.0
6805,Juice,3,3.0,9.0
6806,Sandwich,3,4.0,12.0
6807,Cake,3,3.0,9.0
6808,Cookie,2,1.0,2.0
6810,Cake,2,3.0,6.0
6811,Smoothie,4,4.0,16.0
6813,Tea,2,1.5,3.0
6815,Tea,3,1.5,4.5
6817,Tea,4,1.5,6.0
6818,Sandwich,5,4.0,20.0
6823,Tea,2,1.5,3.0
6824,Sandwich,1,4.0,4.0
6825,Salad,1,5.0,5.0
6826,Cake,1,3.0,3.0
6827,Tea,1,1.5,1.5
6830,Cookie,4,1.0,4.0
6831,Juice,2,3.0,6.0
6832,Coffee,1,2.0,2.0
6833,Salad,1,5.0,5.0
6835,Smoothie,3,4.0,12.0
6836,Juice,3,3.0,9.0
6837,Sandwich,4,4.0,16.0
6839,Cookie,4,1.0,4.0
6840,Coffee,3,2.0,6.0
6842,Salad,4,5.0,20.0
6843,Salad,4,5.0,20.0
6844,Salad,5,5.0,25.0
6845,Cookie,3,1.0,3.0
6847,Sandwich,1,4.0,4.0
6848,Salad,3,5.0,15.0
6850,Smoothie,4,4.0,16.0
6851,Smoothie,3,4.0,12.0
6852,Sandwich,1,4.0,4.0
6854,Smoothie,5,4.0,20.0
6855,Smoothie,1,4.0,4.0
6856,Coffee,4,2.0,8.0
6858,Sandwich,3,4.0,12.0
6859,Smoothie,4,4.0,16.0
6860,Juice,2,3.0,6.0
6861,Juice,5,3.0,15.0
6862,Salad,4,5.0,20.0
6863,Sandwich,2,4.0,8.0
6864,Cookie,3,1.0,3.0
6865,Cake,4,3.0,12.0
6866,Cookie,5,1.0,5.0
6868,Tea,3,1.5,4.5
6869,Coffee,5,2.0,10.0
6874,Coffee,4,2.0,8.0
6875,Juice,3,3.0,9.0
6876,Coffee,4,2.0,8.0
6877,Coffee,2,2.0,4.0
6878,Tea,1,1.5,1.5
6879,Tea,2,1.5,3.0
6880,Juice,5,3.0,15.0
6882,Cookie,4,1.0,4.0
6883,Cake,4,3.0,12.0
6884,Sandwich,1,4.0,4.0
6885,Smoothie,3,4.0,12.0
6886,Salad,1,5.0,5.0
6887,Salad,4,5.0,20.0
6888,Sandwich,2,4.0,8.0
6889,Juice,4,3.0,12.0
6890,Cake,5,3.0,15.0
6893,Cake,4,3.0,12.0
6894,Sandwich,3,4.0,12.0
6895,Coffee,1,2.0,2.0
6896,Juice,2,3.0,6.0
6897,Juice,4,3.0,12.0
6898,Sandwich,4,4.0,16.0
6900,Coffee,3,2.0,6.0
6901,Cake,2,3.0,6.0
6902,Coffee,3,2.0,6.0
6903,Coffee,3,2.0,6.0
6904,Cake,2,3.0,6.0
6905,Tea,2,1.5,3.0
6906,Sandwich,2,4.0,8.0
6908,Juice,5,3.0,15.0
6909,Sandwich,1,4.0,4.0
6911,Cake,1,3.0,3.0
6912,Cookie,5,1.0,5.0
6913,Coffee,5,2.0,10.0
6914,Sandwich,2,4.0,8.0
6915,Smoothie,3,4.0,12.0
6916,Cookie,2,1.0,2.0
6918,Juice,5,3.0,15.0
6919,Juice,2,3.0,6.0
6920,Tea,3,1.5,4.5
6921,Juice,2,3.0,6.0
6923,Juice,4,3.0,12.0
6924,Sandwich,3,4.0,12.0
6925,Coffee,5,2.0,10.0
6927,Coffee,1,2.0,2.0
6928,Juice,4,3.0,12.0
6929,Cookie,3,1.0,3.0
6930,Salad,5,5.0,25.0
6933,Tea,5,1.5,7.5
6934,Tea,3,1.5,4.5
6935,Sandwich,4,4.0,16.0
6936,Tea,2,1.5,3.0
6937,Sandwich,1,4.0,4.0
6938,Salad,2,5.0,10.0
6939,Sandwich,3,4.0,12.0
6940,Coffee,5,2.0,10.0
6942,Cookie,2,1.0,2.0
6943,Cake,5,3.0,15.0
6944,Tea,4,1.5,6.0
6945,Salad,5,5.0,25.0
6946,Smoothie,5,4.0,20.0
6947,Cookie,4,1.0,4.0
6948,Juice,1,3.0,3.0
6949,Smoothie,3,4.0,12.0
6950,Cookie,4,1.0,4.0
6951,Juice,2,3.0,6.0
6952,Smoothie,2,4.0,8.0
6953,Coffee,5,2.0,10.0
6956,Smoothie,5,4.0,20.0
6957,Salad,1,5.0,5.0
6959,Cake,3,3.0,9.0
6960,Smoothie,2,4.0,8.0
6962,Salad,2,5.0,10.0
6964,Salad,1,5.0,5.0
6966,Cookie,2,1.0,2.0
6967,Smoothie,1,4.0,4.0
6968,Tea,5,1.5,7.5
6969,Smoothie,5,4.0,20.0
6971,Juice,5,3.0,15.0
6972,Juice,2,3.0,6.0
6973,Juice,2,3.0,6.0
6974,Sandwich,1,4.0,4.0
6975,Sandwich,1,4.0,4.0
6976,Cookie,3,1.0,3.0
6977,Coffee,5,2.0,10.0
6978,Sandwich,4,4.0,16.0
6979,Coffee,3,2.0,6.0
6980,Juice,3,3.0,9.0
6981,Sandwich,4,4.0,16.0
6982,Smoothie,2,4.0,8.0
6983,Salad,4,5.0,20.0
6984,Juice,2,3.0,6.0
6985,Tea,2,1.5,3.0
6986,Coffee,4,2.0,8.0
6987,Tea,3,1.5,4.5
6989,Cake,3,3.0,9.0
6990,Sandwich,1,4.0,4.0
6991,Coffee,1,2.0,2.0
6993,Juice,2,3.0,6.0
6994,Cake,1,3.0,3.0
6995,Cookie,4,1.0,4.0
6996,Coffee,1,2.0,2.0
6997,Juice,1,3.0,3.0
6998,Juice,3,3.0,9.0
6999,Salad,3,5.0,15.0
7001,Juice,4,3.0,12.0
7002,Salad,2,5.0,10.0
7003,Cake,5,3.0,15.0
7005,Cookie,2,1.0,2.0
7006,Juice,3,3.0,9.0
7007,Cookie,1,1.0,1.0
7008,Coffee,2,2.0,4.0
7011,Sandwich,3,4.0,12.0
7012,Cake,3,3.0,9.0
7013,Tea,2,1.5,3.0
7014,Cake,2,3.0,6.0
7015,Cookie,1,1.0,1.0
7016,Cookie,2,1.0,2.0
7017,Juice,3,3.0,9.0
7018,Cookie,1,1.0,1.0
7019,Sandwich,3,4.0,12.0
7021,Sandwich,1,4.0,4.0
7023,Smoothie,4,4.0,16.0
7024,Sandwich,4,4.0,16.0
7025,Smoothie,2,4.0,8.0
7026,Smoothie,4,4.0,16.0
7027,Sandwich,1,4.0,4.0
7031,Juice,5,3.0,15.0
7032,Cookie,2,1.0,2.0
7033,Tea,1,1.5,1.5
7034,Tea,4,1.5,6.0
7036,Coffee,4,2.0,8.0
7037,Juice,2,3.0,6.0
7039,Cookie,5,1.0,5.0
7040,Smoothie,5,4.0,20.0
7041,Tea,3,1.5,4.5
7042,Sandwich,2,4.0,8.0
7043,Cookie,4,1.0,4.0
7044,Salad,4,5.0,20.0
7045,Coffee,5,2.0,10.0
7046,Salad,3,5.0,15.0
7047,Cake,3,3.0,9.0
7049,Salad,1,5.0,5.0
7050,Juice,2,3.0,6.0
7051,Salad,2,5.0,10.0
7052,Salad,5,5.0,25.0
7053,Coffee,3,2.0,6.0
7054,Coffee,1,2.0,2.0
7055,Cookie,4,1.0,4.0
7056,Smoothie,1,4.0,4.0
7058,Smoothie,4,4.0,16.0
7059,Smoothie,4,4.0,16.0
7060,Salad,1,5.0,5.0
7061,Tea,4,1.5,6.0
7062,Cookie,3,1.0,3.0
7063,Salad,4,5.0,20.0
7064,Cookie,5,1.0,5.0
7065,Cake,5,3.0,15.0
7066,Cake,3,3.0,9.0
7068,Juice,2,3.0,6.0
7069,Cake,1,3.0,3.0
7070,Smoothie,4,4.0,16.0
7071,Coffee,3,2.0,6.0
7074,Sandwich,2,4.0,8.0
7076,Cookie,1,1.0,1.0
7078,Coffee,3,2.0,6.0
7079,Salad,1,5.0,5.0
7081,Sandwich,5,4.0,20.0
7082,Juice,3,3.0,9.0
7083,Juice,5,3.0,15.0
7084,Coffee,1,2.0,2.0
7085,Cake,4,3.0,12.0
7087,Tea,5,1.5,7.5
7088,Coffee,2,2.0,4.0
7089,Tea,2,1.5,3.0
7090,Cookie,2,1.0,2.0
7092,Cake,5,3.0,15.0
7094,Salad,5,5.0,25.0
7095,Smoothie,5,4.0,20.0
7096,Coffee,5,2.0,10.0
7098,Cake,2,3.0,6.0
7099,Tea,2,1.5,3.0
7100,Salad,4,5.0,20.0
7101,Tea,2,1.5,3.0
7102,Sandwich,1,4.0,4.0
7103,Juice,5,3.0,15.0
7105,Tea,5,1.5,7.5
7106,Sandwich,1,4.0,4.0
7107,Cake,1,3.0,3.0
7108,Salad,1,5.0,5.0
7109,Juice,5,3.0,15.0
7110,Cake,1,3.0,3.0
7111,Cookie,4,1.0,4.0
7112,Juice,1,3.0,3.0
7113,Cookie,5,1.0,5.0
7114,Juice,3,3.0,9.0
7116,Coffee,5,2.0,10.0
7117,Juice,1,3.0,3.0
7118,Juice,2,3.0,6.0
7120,Salad,5,5.0,25.0
7121,Salad,1,5.0,5.0
7122,Juice,4,3.0,12.0
7123,Cookie,4,1.0,4.0
7124,Cookie,4,1.0,4.0
7125,Sandwich,1,4.0,4.0
7126,Salad,3,5.0,15.0
7127,Smoothie,2,4.0,8.0
7128,Cake,4,3.0,12.0
7129,Tea,1,1.5,1.5
7130,Cookie,3,1.0,3.0
7133,Cake,5,3.0,15.0
7134,Tea,4,1.5,6.0
7137,Cake,1,3.0,3.0
7138,Cake,1,3.0,3.0
7140,Tea,3,1.5,4.5
7141,Smoothie,1,4.0,4.0
7142,Salad,1,5.0,5.0
7144,Cake,3,3.0,9.0
7145,Smoothie,5,4.0,20.0
7146,Juice,5,3.0,15.0
7148,Coffee,4,2.0,8.0
7149,Salad,2,5.0,10.0
7150,Smoothie,4,4.0,16.0
7151,Coffee,3,2.0,6.0
7153,Cookie,4,1.0,4.0
7154,Smoothie,4,4.0,16.0
7155,Sandwich,4,4.0,16.0
7156,Sandwich,2,4.0,8.0
7157,Tea,2,1.5,3.0
7160,Juice,3,3.0,9.0
7161,Smoothie,2,4.0,8.0
7162,Cookie,4,1.0,4.0
7163,Coffee,3,2.0,6.0
7164,Coffee,2,2.0,4.0
7165,Cake,2,3.0,6.0
7166,Cake,1,3.0,3.0
7169,Juice,2,3.0,6.0
7170,Salad,5,5.0,25.0
7171,Salad,4,5.0,20.0
7172,Juice,4,3.0,12.0
7173,Salad,1,5.0,5.0
7174,Tea,2,1.5,3.0
7175,Cake,4,3.0,12.0
7176,Smoothie,5,4.0,20.0
7177,Cake,1,3.0,3.0
7178,Tea,3,1.5,4.5
7179,Salad,4,5.0,20.0
7180,Smoothie,5,4.0,20.0
7181,Cake,5,3.0,15.0
7182,Juice,3,3.0,9.0
7184,Sandwich,4,4.0,16.0
7185,Sandwich,4,4.0,16.0
7186,Cookie,4,1.0,4.0
7189,Coffee,4,2.0,8.0
7190,Cake,2,3.0,6.0
7191,Juice,2,3.0,6.0
7192,Juice,3,3.0,9.0
7193,Juice,3,3.0,9.0
7195,Smoothie,3,4.0,12.0
7196,Juice,3,3.0,9.0
7198,Tea,4,1.5,6.0
7200,Cookie,2,1.0,2.0
7201,Juice,5,3.0,15.0
7202,Salad,5,5.0,25.0
